instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_cluster
1574,2011-03-11,Spring,2011,March,0,No,Friday,Working Day,Mist/Cloudy,13.940000000000001,17.424999999999997,100.0,6.0032,0,6,6,Night
1575,2011-03-11,Spring,2011,March,1,No,Friday,Working Day,Light Snow/Rain,13.940000000000001,17.424999999999997,100.0,7.0015,0,8,8,Night
1576,2011-03-11,Spring,2011,March,2,No,Friday,Working Day,Light Snow/Rain,13.940000000000001,17.424999999999997,100.0,7.0015,2,3,5,Night
1577,2011-03-11,Spring,2011,March,3,No,Friday,Working Day,Mist/Cloudy,13.120000000000001,16.665,93.0,6.0032,0,2,2,Night
1578,2011-03-11,Spring,2011,March,5,No,Friday,Working Day,Clear/Cloudy,12.299999999999999,14.395,81.0,15.001299999999999,1,6,7,Night
1579,2011-03-11,Spring,2011,March,6,No,Friday,Working Day,Clear/Cloudy,10.66,12.120000000000001,81.0,19.0012,1,31,32,Morning
1580,2011-03-11,Spring,2011,March,7,No,Friday,Working Day,Clear/Cloudy,10.66,12.879999999999999,70.0,12.998000000000001,10,104,114,Morning
1581,2011-03-11,Spring,2011,March,8,No,Friday,Working Day,Clear/Cloudy,11.48,13.635,70.0,16.997899999999998,15,244,259,Morning
1582,2011-03-11,Spring,2011,March,9,No,Friday,Working Day,Mist/Cloudy,12.299999999999999,14.395,61.0,19.0012,13,143,156,Morning
1583,2011-03-11,Spring,2011,March,10,No,Friday,Working Day,Mist/Cloudy,13.120000000000001,15.15,56.99999999999999,19.999499999999998,18,60,78,Morning
1584,2011-03-11,Spring,2011,March,11,No,Friday,Working Day,Mist/Cloudy,13.120000000000001,15.15,56.99999999999999,19.999499999999998,14,67,81,Morning
1585,2011-03-11,Spring,2011,March,12,No,Friday,Working Day,Mist/Cloudy,13.940000000000001,15.909999999999998,53.0,16.997899999999998,15,96,111,Afternoon
1586,2011-03-11,Spring,2011,March,13,No,Friday,Working Day,Clear/Cloudy,14.76,16.665,53.0,16.997899999999998,15,92,107,Afternoon
1587,2011-03-11,Spring,2011,March,14,No,Friday,Working Day,Mist/Cloudy,14.76,16.665,50.0,23.9994,25,64,89,Afternoon
1588,2011-03-11,Spring,2011,March,15,No,Friday,Working Day,Mist/Cloudy,13.940000000000001,15.909999999999998,53.0,16.997899999999998,21,64,85,Afternoon
1589,2011-03-11,Spring,2011,March,16,No,Friday,Working Day,Mist/Cloudy,13.940000000000001,15.15,49.0,19.999499999999998,18,95,113,Afternoon
1590,2011-03-11,Spring,2011,March,17,No,Friday,Working Day,Clear/Cloudy,13.940000000000001,15.909999999999998,49.0,15.001299999999999,23,200,223,Afternoon
1591,2011-03-11,Spring,2011,March,18,No,Friday,Working Day,Clear/Cloudy,13.120000000000001,15.15,49.0,22.0028,19,134,153,Evening
1592,2011-03-11,Spring,2011,March,19,No,Friday,Working Day,Clear/Cloudy,12.299999999999999,13.635,56.00000000000001,22.0028,7,111,118,Evening
1593,2011-03-11,Spring,2011,March,20,No,Friday,Working Day,Clear/Cloudy,12.299999999999999,15.15,56.00000000000001,11.0014,6,70,76,Evening
1594,2011-03-11,Spring,2011,March,21,No,Friday,Working Day,Mist/Cloudy,12.299999999999999,14.395,52.0,16.997899999999998,10,43,53,Evening
1595,2011-03-11,Spring,2011,March,22,No,Friday,Working Day,Clear/Cloudy,12.299999999999999,15.15,52.0,11.0014,11,53,64,Evening
1596,2011-03-11,Spring,2011,March,23,No,Friday,Working Day,Clear/Cloudy,12.299999999999999,14.395,52.0,16.997899999999998,3,34,37,Evening
1597,2011-03-12,Spring,2011,March,0,No,Saturday,Weekend/Holiday,Clear/Cloudy,10.66,13.635,60.0,8.9981,4,30,34,Night
1598,2011-03-12,Spring,2011,March,1,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.84,11.365,65.0,12.998000000000001,3,15,18,Night
1599,2011-03-12,Spring,2011,March,2,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.84,11.365,65.0,12.998000000000001,0,14,14,Night
1600,2011-03-12,Spring,2011,March,3,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.84,11.365,65.0,16.997899999999998,1,6,7,Night
1601,2011-03-12,Spring,2011,March,4,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.84,11.365,65.0,16.997899999999998,0,1,1,Night
1602,2011-03-12,Spring,2011,March,5,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.02,11.365,69.0,12.998000000000001,0,2,2,Night
1603,2011-03-12,Spring,2011,March,6,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.02,10.605,75.0,16.997899999999998,2,2,4,Morning
1604,2011-03-12,Spring,2011,March,7,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.84,11.365,70.0,12.998000000000001,4,19,23,Morning
1605,2011-03-12,Spring,2011,March,8,No,Saturday,Weekend/Holiday,Clear/Cloudy,10.66,12.879999999999999,65.0,11.0014,9,44,53,Morning
1606,2011-03-12,Spring,2011,March,9,No,Saturday,Weekend/Holiday,Clear/Cloudy,11.48,14.395,65.0,7.0015,25,76,101,Morning
1607,2011-03-12,Spring,2011,March,10,No,Saturday,Weekend/Holiday,Clear/Cloudy,13.120000000000001,15.15,66.0,15.001299999999999,21,78,99,Morning
1608,2011-03-12,Spring,2011,March,11,No,Saturday,Weekend/Holiday,Clear/Cloudy,13.940000000000001,15.15,49.0,22.0028,36,83,119,Morning
1609,2011-03-12,Spring,2011,March,12,No,Saturday,Weekend/Holiday,Clear/Cloudy,13.940000000000001,15.909999999999998,53.0,19.0012,51,107,158,Afternoon
1610,2011-03-12,Spring,2011,March,13,No,Saturday,Weekend/Holiday,Clear/Cloudy,14.76,16.665,51.0,23.9994,62,95,157,Afternoon
1611,2011-03-12,Spring,2011,March,14,No,Saturday,Weekend/Holiday,Clear/Cloudy,16.400000000000002,20.455000000000002,50.0,30.002599999999997,70,96,166,Afternoon
1613,2011-03-12,Spring,2011,March,16,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,41.0,30.002599999999997,100,144,244,Afternoon
1614,2011-03-12,Spring,2011,March,17,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,44.0,22.0028,99,114,213,Afternoon
1615,2011-03-12,Spring,2011,March,18,No,Saturday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,54.0,11.0014,54,91,145,Evening
1616,2011-03-12,Spring,2011,March,19,No,Saturday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,54.0,6.0032,26,86,112,Evening
1617,2011-03-12,Spring,2011,March,20,No,Saturday,Weekend/Holiday,Clear/Cloudy,16.400000000000002,20.455000000000002,57.99999999999999,7.0015,22,64,86,Evening
1618,2011-03-12,Spring,2011,March,21,No,Saturday,Weekend/Holiday,Clear/Cloudy,15.58,19.695,62.0,0.0,36,46,82,Evening
1619,2011-03-12,Spring,2011,March,22,No,Saturday,Weekend/Holiday,Clear/Cloudy,14.76,18.94,71.0,0.0,7,56,63,Evening
1620,2011-03-12,Spring,2011,March,23,No,Saturday,Weekend/Holiday,Clear/Cloudy,15.58,19.695,66.0,6.0032,11,38,49,Evening
1621,2011-03-13,Spring,2011,March,0,No,Sunday,Weekend/Holiday,Clear/Cloudy,15.58,19.695,62.0,7.0015,3,35,38,Night
1622,2011-03-13,Spring,2011,March,1,No,Sunday,Weekend/Holiday,Clear/Cloudy,14.76,17.424999999999997,66.0,8.9981,10,23,33,Night
1623,2011-03-13,Spring,2011,March,3,No,Sunday,Weekend/Holiday,Clear/Cloudy,13.940000000000001,16.665,76.0,8.9981,6,17,23,Night
1624,2011-03-13,Spring,2011,March,4,No,Sunday,Weekend/Holiday,Clear/Cloudy,13.940000000000001,16.665,66.0,11.0014,4,9,13,Night
1625,2011-03-13,Spring,2011,March,5,No,Sunday,Weekend/Holiday,Clear/Cloudy,14.76,17.424999999999997,62.0,8.9981,0,3,3,Night
1626,2011-03-13,Spring,2011,March,6,No,Sunday,Weekend/Holiday,Clear/Cloudy,13.940000000000001,18.18,66.0,0.0,0,2,2,Morning
1627,2011-03-13,Spring,2011,March,7,No,Sunday,Weekend/Holiday,Clear/Cloudy,14.76,17.424999999999997,62.0,12.998000000000001,2,8,10,Morning
1628,2011-03-13,Spring,2011,March,8,No,Sunday,Weekend/Holiday,Clear/Cloudy,16.400000000000002,20.455000000000002,50.0,19.999499999999998,11,23,34,Morning
1629,2011-03-13,Spring,2011,March,9,No,Sunday,Weekend/Holiday,Clear/Cloudy,16.400000000000002,20.455000000000002,50.0,27.999299999999998,8,36,44,Morning
1630,2011-03-13,Spring,2011,March,10,No,Sunday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,47.0,16.997899999999998,36,86,122,Morning
1631,2011-03-13,Spring,2011,March,11,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,41.0,27.999299999999998,88,93,181,Morning
1632,2011-03-13,Spring,2011,March,12,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,38.0,26.0027,74,120,194,Afternoon
1633,2011-03-13,Spring,2011,March,13,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,38.0,26.0027,97,124,221,Afternoon
1637,2011-03-13,Spring,2011,March,17,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,41.0,23.9994,98,143,241,Afternoon
1638,2011-03-13,Spring,2011,March,18,No,Sunday,Weekend/Holiday,Clear/Cloudy,16.400000000000002,20.455000000000002,43.0,23.9994,55,92,147,Evening
1639,2011-03-13,Spring,2011,March,19,No,Sunday,Weekend/Holiday,Clear/Cloudy,14.76,16.665,50.0,23.9994,28,73,101,Evening
1640,2011-03-13,Spring,2011,March,20,No,Sunday,Weekend/Holiday,Clear/Cloudy,13.120000000000001,15.15,56.99999999999999,19.999499999999998,23,54,77,Evening
1641,2011-03-13,Spring,2011,March,21,No,Sunday,Weekend/Holiday,Clear/Cloudy,12.299999999999999,14.395,56.00000000000001,16.997899999999998,9,49,58,Evening
1642,2011-03-13,Spring,2011,March,22,No,Sunday,Weekend/Holiday,Clear/Cloudy,12.299999999999999,13.635,56.00000000000001,22.0028,8,29,37,Evening
1643,2011-03-13,Spring,2011,March,23,No,Sunday,Weekend/Holiday,Clear/Cloudy,10.66,12.879999999999999,65.0,15.001299999999999,5,23,28,Evening
1644,2011-03-14,Spring,2011,March,0,No,Monday,Working Day,Clear/Cloudy,10.66,13.635,65.0,7.0015,4,7,11,Night
1645,2011-03-14,Spring,2011,March,1,No,Monday,Working Day,Clear/Cloudy,10.66,14.395,65.0,6.0032,0,1,1,Night
1646,2011-03-14,Spring,2011,March,2,No,Monday,Working Day,Clear/Cloudy,10.66,14.395,65.0,6.0032,0,1,1,Night
1647,2011-03-14,Spring,2011,March,3,No,Monday,Working Day,Clear/Cloudy,10.66,13.635,65.0,8.9981,0,3,3,Night
1648,2011-03-14,Spring,2011,March,5,No,Monday,Working Day,Clear/Cloudy,9.84,12.120000000000001,70.0,8.9981,0,8,8,Night
1649,2011-03-14,Spring,2011,March,6,No,Monday,Working Day,Clear/Cloudy,10.66,13.635,65.0,8.9981,1,27,28,Morning
1650,2011-03-14,Spring,2011,March,7,No,Monday,Working Day,Mist/Cloudy,11.48,15.909999999999998,61.0,0.0,4,84,88,Morning
1651,2011-03-14,Spring,2011,March,8,No,Monday,Working Day,Mist/Cloudy,12.299999999999999,15.15,56.00000000000001,8.9981,24,217,241,Morning
1652,2011-03-14,Spring,2011,March,9,No,Monday,Working Day,Clear/Cloudy,13.120000000000001,15.15,53.0,22.0028,13,127,140,Morning
1653,2011-03-14,Spring,2011,March,10,No,Monday,Working Day,Clear/Cloudy,13.940000000000001,15.909999999999998,42.0,16.997899999999998,27,57,84,Morning
1654,2011-03-14,Spring,2011,March,11,No,Monday,Working Day,Clear/Cloudy,14.76,16.665,40.0,16.997899999999998,26,45,71,Morning
1655,2011-03-14,Spring,2011,March,12,No,Monday,Working Day,Clear/Cloudy,15.58,19.695,37.0,0.0,40,54,94,Afternoon
1656,2011-03-14,Spring,2011,March,13,No,Monday,Working Day,Clear/Cloudy,15.58,19.695,36.0,22.0028,24,51,75,Afternoon
1657,2011-03-14,Spring,2011,March,14,No,Monday,Working Day,Mist/Cloudy,15.58,19.695,34.0,0.0,27,52,79,Afternoon
1658,2011-03-14,Spring,2011,March,15,No,Monday,Working Day,Clear/Cloudy,15.58,19.695,37.0,11.0014,24,77,101,Afternoon
1659,2011-03-14,Spring,2011,March,16,No,Monday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,35.0,7.0015,27,80,107,Afternoon
1660,2011-03-14,Spring,2011,March,17,No,Monday,Working Day,Clear/Cloudy,15.58,19.695,40.0,12.998000000000001,42,229,271,Afternoon
1661,2011-03-14,Spring,2011,March,18,No,Monday,Working Day,Clear/Cloudy,14.76,18.18,40.0,7.0015,25,210,235,Evening
1662,2011-03-14,Spring,2011,March,19,No,Monday,Working Day,Clear/Cloudy,14.76,17.424999999999997,43.0,8.9981,17,133,150,Evening
1663,2011-03-14,Spring,2011,March,20,No,Monday,Working Day,Clear/Cloudy,13.940000000000001,15.909999999999998,46.0,15.001299999999999,23,106,129,Evening
1664,2011-03-14,Spring,2011,March,21,No,Monday,Working Day,Clear/Cloudy,13.940000000000001,16.665,46.0,8.9981,5,58,63,Evening
1665,2011-03-14,Spring,2011,March,22,No,Monday,Working Day,Clear/Cloudy,13.120000000000001,16.665,49.0,7.0015,4,43,47,Evening
1666,2011-03-14,Spring,2011,March,23,No,Monday,Working Day,Clear/Cloudy,13.120000000000001,17.424999999999997,53.0,0.0,2,17,19,Evening
1667,2011-03-15,Spring,2011,March,0,No,Tuesday,Working Day,Clear/Cloudy,13.120000000000001,17.424999999999997,53.0,0.0,7,7,14,Night
1668,2011-03-15,Spring,2011,March,1,No,Tuesday,Working Day,Clear/Cloudy,12.299999999999999,15.15,62.0,6.0032,4,6,10,Night
1669,2011-03-15,Spring,2011,March,2,No,Tuesday,Working Day,Clear/Cloudy,12.299999999999999,15.15,62.0,6.0032,1,2,3,Night
1670,2011-03-15,Spring,2011,March,4,No,Tuesday,Working Day,Clear/Cloudy,9.84,12.879999999999999,75.0,6.0032,1,1,2,Night
1671,2011-03-15,Spring,2011,March,5,No,Tuesday,Working Day,Clear/Cloudy,9.84,11.365,75.0,12.998000000000001,0,11,11,Night
1672,2011-03-15,Spring,2011,March,6,No,Tuesday,Working Day,Clear/Cloudy,9.02,11.365,80.0,12.998000000000001,3,32,35,Morning
1673,2011-03-15,Spring,2011,March,7,No,Tuesday,Working Day,Clear/Cloudy,9.84,12.120000000000001,75.0,11.0014,10,109,119,Morning
1674,2011-03-15,Spring,2011,March,8,No,Tuesday,Working Day,Clear/Cloudy,10.66,14.395,70.0,6.0032,23,259,282,Morning
1675,2011-03-15,Spring,2011,March,9,No,Tuesday,Working Day,Mist/Cloudy,12.299999999999999,16.665,70.0,0.0,10,147,157,Morning
1676,2011-03-15,Spring,2011,March,10,No,Tuesday,Working Day,Mist/Cloudy,13.120000000000001,15.909999999999998,66.0,12.998000000000001,22,56,78,Morning
1677,2011-03-15,Spring,2011,March,11,No,Tuesday,Working Day,Mist/Cloudy,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,27,51,78,Morning
1678,2011-03-15,Spring,2011,March,12,No,Tuesday,Working Day,Mist/Cloudy,14.76,17.424999999999997,50.0,15.001299999999999,32,70,102,Afternoon
1679,2011-03-15,Spring,2011,March,13,No,Tuesday,Working Day,Mist/Cloudy,14.76,16.665,56.99999999999999,19.0012,23,74,97,Afternoon
1680,2011-03-15,Spring,2011,March,14,No,Tuesday,Working Day,Mist/Cloudy,15.58,19.695,46.0,19.999499999999998,14,74,88,Afternoon
1681,2011-03-15,Spring,2011,March,15,No,Tuesday,Working Day,Mist/Cloudy,15.58,19.695,43.0,19.0012,24,66,90,Afternoon
1682,2011-03-15,Spring,2011,March,16,No,Tuesday,Working Day,Mist/Cloudy,15.58,19.695,46.0,22.0028,21,93,114,Afternoon
1683,2011-03-15,Spring,2011,March,17,No,Tuesday,Working Day,Mist/Cloudy,14.76,17.424999999999997,62.0,12.998000000000001,22,195,217,Afternoon
1684,2011-03-15,Spring,2011,March,18,No,Tuesday,Working Day,Mist/Cloudy,14.76,16.665,62.0,19.999499999999998,18,207,225,Evening
1685,2011-03-15,Spring,2011,March,19,No,Tuesday,Working Day,Mist/Cloudy,13.940000000000001,15.909999999999998,71.0,19.0012,14,138,152,Evening
1686,2011-03-15,Spring,2011,March,20,No,Tuesday,Working Day,Mist/Cloudy,13.940000000000001,15.909999999999998,71.0,19.0012,9,79,88,Evening
1687,2011-03-15,Spring,2011,March,21,No,Tuesday,Working Day,Light Snow/Rain,13.120000000000001,16.665,81.0,7.0015,2,53,55,Evening
1688,2011-03-15,Spring,2011,March,22,No,Tuesday,Working Day,Mist/Cloudy,13.120000000000001,15.909999999999998,87.0,11.0014,1,20,21,Evening
1689,2011-03-15,Spring,2011,March,23,No,Tuesday,Working Day,Mist/Cloudy,13.120000000000001,15.909999999999998,87.0,11.0014,1,17,18,Evening
1690,2011-03-16,Spring,2011,March,0,No,Wednesday,Working Day,Light Snow/Rain,12.299999999999999,14.395,93.0,16.997899999999998,0,8,8,Night
1691,2011-03-16,Spring,2011,March,1,No,Wednesday,Working Day,Light Snow/Rain,12.299999999999999,13.635,100.0,19.999499999999998,1,2,3,Night
1692,2011-03-16,Spring,2011,March,3,No,Wednesday,Working Day,Mist/Cloudy,11.48,13.635,100.0,15.001299999999999,1,2,3,Night
1693,2011-03-16,Spring,2011,March,4,No,Wednesday,Working Day,Mist/Cloudy,12.299999999999999,15.15,93.0,11.0014,0,1,1,Night
1694,2011-03-16,Spring,2011,March,5,No,Wednesday,Working Day,Mist/Cloudy,12.299999999999999,15.909999999999998,93.0,7.0015,0,3,3,Night
1695,2011-03-16,Spring,2011,March,6,No,Wednesday,Working Day,Mist/Cloudy,12.299999999999999,15.909999999999998,93.0,7.0015,1,30,31,Morning
1696,2011-03-16,Spring,2011,March,7,No,Wednesday,Working Day,Mist/Cloudy,12.299999999999999,14.395,93.0,12.998000000000001,10,101,111,Morning
1697,2011-03-16,Spring,2011,March,8,No,Wednesday,Working Day,Mist/Cloudy,13.120000000000001,15.909999999999998,93.0,0.0,26,227,253,Morning
1698,2011-03-16,Spring,2011,March,9,No,Wednesday,Working Day,Mist/Cloudy,13.120000000000001,16.665,93.0,8.9981,10,144,154,Morning
1699,2011-03-16,Spring,2011,March,10,No,Wednesday,Working Day,Mist/Cloudy,14.76,17.424999999999997,81.0,11.0014,19,49,68,Morning
1700,2011-03-16,Spring,2011,March,11,No,Wednesday,Working Day,Mist/Cloudy,14.76,17.424999999999997,81.0,8.9981,13,62,75,Morning
1701,2011-03-16,Spring,2011,March,12,No,Wednesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,71.0,7.0015,23,65,88,Afternoon
1702,2011-03-16,Spring,2011,March,13,No,Wednesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,8.9981,18,81,99,Afternoon
1703,2011-03-16,Spring,2011,March,14,No,Wednesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,15.001299999999999,33,67,100,Afternoon
1704,2011-03-16,Spring,2011,March,15,No,Wednesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,16.997899999999998,22,79,101,Afternoon
1705,2011-03-16,Spring,2011,March,16,No,Wednesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,11.0014,30,121,151,Afternoon
1706,2011-03-16,Spring,2011,March,17,No,Wednesday,Working Day,Mist/Cloudy,18.04,21.97,54.0,19.999499999999998,37,216,253,Afternoon
1707,2011-03-16,Spring,2011,March,18,No,Wednesday,Working Day,Mist/Cloudy,18.04,21.97,54.0,15.001299999999999,26,211,237,Evening
1708,2011-03-16,Spring,2011,March,19,No,Wednesday,Working Day,Mist/Cloudy,18.04,21.97,51.0,22.0028,18,150,168,Evening
1709,2011-03-16,Spring,2011,March,20,No,Wednesday,Working Day,Mist/Cloudy,17.22,21.21,54.0,19.999499999999998,10,111,121,Evening
1710,2011-03-16,Spring,2011,March,21,No,Wednesday,Working Day,Mist/Cloudy,17.22,21.21,57.99999999999999,19.0012,3,75,78,Evening
1711,2011-03-16,Spring,2011,March,22,No,Wednesday,Working Day,Mist/Cloudy,16.400000000000002,20.455000000000002,62.0,26.0027,11,48,59,Evening
1712,2011-03-16,Spring,2011,March,23,No,Wednesday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,65.0,12.998000000000001,9,18,27,Evening
1713,2011-03-17,Spring,2011,March,0,No,Thursday,Working Day,Clear/Cloudy,15.58,19.695,66.0,16.997899999999998,4,19,23,Night
1714,2011-03-17,Spring,2011,March,1,No,Thursday,Working Day,Clear/Cloudy,14.76,17.424999999999997,71.0,15.001299999999999,1,11,12,Night
1715,2011-03-17,Spring,2011,March,2,No,Thursday,Working Day,Clear/Cloudy,13.940000000000001,15.15,71.0,19.999499999999998,3,5,8,Night
1716,2011-03-17,Spring,2011,March,3,No,Thursday,Working Day,Clear/Cloudy,13.940000000000001,16.665,66.0,11.0014,1,1,2,Night
1717,2011-03-17,Spring,2011,March,4,No,Thursday,Working Day,Clear/Cloudy,13.940000000000001,16.665,71.0,12.998000000000001,0,3,3,Night
1718,2011-03-17,Spring,2011,March,5,No,Thursday,Working Day,Clear/Cloudy,13.120000000000001,16.665,76.0,7.0015,0,13,13,Night
1719,2011-03-17,Spring,2011,March,6,No,Thursday,Working Day,Clear/Cloudy,13.120000000000001,15.909999999999998,76.0,12.998000000000001,4,47,51,Morning
1720,2011-03-17,Spring,2011,March,7,No,Thursday,Working Day,Clear/Cloudy,13.120000000000001,16.665,76.0,8.9981,12,128,140,Morning
1721,2011-03-17,Spring,2011,March,8,No,Thursday,Working Day,Clear/Cloudy,14.76,17.424999999999997,66.0,8.9981,17,282,299,Morning
1722,2011-03-17,Spring,2011,March,9,No,Thursday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,62.0,16.997899999999998,23,162,185,Morning
1723,2011-03-17,Spring,2011,March,10,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,54.0,22.0028,9,69,78,Morning
1724,2011-03-17,Spring,2011,March,11,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,54.0,19.0012,20,66,86,Morning
1725,2011-03-17,Spring,2011,March,12,No,Thursday,Working Day,Clear/Cloudy,20.5,24.240000000000002,45.0,15.001299999999999,24,81,105,Afternoon
1726,2011-03-17,Spring,2011,March,13,No,Thursday,Working Day,Mist/Cloudy,21.32,25.0,42.0,6.0032,26,85,111,Afternoon
1727,2011-03-17,Spring,2011,March,14,No,Thursday,Working Day,Clear/Cloudy,20.5,24.240000000000002,45.0,7.0015,32,87,119,Afternoon
1728,2011-03-17,Spring,2011,March,15,No,Thursday,Working Day,Clear/Cloudy,21.32,25.0,42.0,16.997899999999998,30,95,125,Afternoon
1729,2011-03-17,Spring,2011,March,16,No,Thursday,Working Day,Clear/Cloudy,20.5,24.240000000000002,48.0,19.0012,34,108,142,Afternoon
1730,2011-03-17,Spring,2011,March,17,No,Thursday,Working Day,Clear/Cloudy,20.5,24.240000000000002,42.0,12.998000000000001,48,265,313,Afternoon
1731,2011-03-17,Spring,2011,March,18,No,Thursday,Working Day,Mist/Cloudy,18.86,22.725,59.0,11.0014,50,260,310,Evening
1732,2011-03-17,Spring,2011,March,19,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,57.99999999999999,12.998000000000001,18,189,207,Evening
1733,2011-03-17,Spring,2011,March,20,No,Thursday,Working Day,Clear/Cloudy,17.22,21.21,67.0,15.001299999999999,25,112,137,Evening
1734,2011-03-17,Spring,2011,March,21,No,Thursday,Working Day,Clear/Cloudy,17.22,21.21,62.0,15.001299999999999,19,119,138,Evening
1735,2011-03-17,Spring,2011,March,22,No,Thursday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,66.0,15.001299999999999,17,70,87,Evening
1736,2011-03-17,Spring,2011,March,23,No,Thursday,Working Day,Clear/Cloudy,17.22,21.21,62.0,19.0012,7,43,50,Evening
1737,2011-03-18,Spring,2011,March,0,No,Friday,Working Day,Clear/Cloudy,17.22,21.21,57.99999999999999,19.0012,5,24,29,Night
1738,2011-03-18,Spring,2011,March,1,No,Friday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,62.0,16.997899999999998,4,12,16,Night
1739,2011-03-18,Spring,2011,March,2,No,Friday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,62.0,12.998000000000001,5,9,14,Night
1740,2011-03-18,Spring,2011,March,3,No,Friday,Working Day,Clear/Cloudy,14.76,17.424999999999997,71.0,12.998000000000001,1,4,5,Night
